fortune_rank,company,ticker,n_obs,daily_std,cc_vol,parkinson_vol,gk_vol,rs_vol,yz_vol,ewma_vol,mad_vol,norm_avg_vol,n_measures
73,TD Synnex,SNX,253,0.020402509457378176,0.32387979687519614,0.2509680189970183,0.24074780227938514,0.2515276367194885,0.38586859088291625,0.20065518707314017,0.2021277651530254,0.14450773838563366,7
133,Paccar,PCAR,253,0.01820428986576176,0.2889841426760341,0.2514894926374139,0.14351562725185804,0.2605834674099302,0.43033083806340006,0.2555370539675453,0.21200592346645822,0.14284198828830874,7
40,Morgan Stanley,MS,253,0.02068482796791371,0.3283614642915193,0.2566212484645706,0.19216102723099487,0.2527878578069439,0.39004051834461484,0.19310852299808273,0.2176461699646248,0.14260680882710353,7
149,Gilead Sciences,GILD,252,0.01722219541548836,0.2733938765996335,0.24943523259190464,0.22786440417067164,0.282162525806605,0.3416395494563818,0.2469603262901294,0.21269440477260584,0.1419267538905928,7
196,Reinsurance Group of America,RGA,253,0.01902844545456718,0.30206720705365303,0.2497640735437565,0.227908852619674,0.25602120869653194,0.3501021927181423,0.22092200867531805,0.20945188315912042,0.13908241161690624,7
141,Penske Automotive Group,PAG,253,0.017843385611549755,0.2832549652535329,0.25577816079846044,0.17848546805097176,0.2675193209488592,0.35104458317004433,0.24527644261464984,0.22221507714674849,0.13835425248086017,7
89,Deere,DE,253,0.017919441510131705,0.28446231521385723,0.24649070734564085,0.23940028841213226,0.2474186694603884,0.3045242917681957,0.25300334442639416,0.226619984151469,0.1375936024597624,7
183,EOG Resources,EOG,253,0.018608693992874334,0.29540385917308226,0.2520445950709161,0.17213400135259516,0.24586265626345838,0.3538109302451327,0.2486714242056732,0.22130496323760834,0.13568517876107228,7
13,Cigna Group,CI,253,0.018714766481817215,0.29708770773321336,0.26053859548328795,0.22569257041914906,0.25930953471073,0.3331496875769647,0.24208345053180857,0.18649108303367887,0.13536381391697833,7
174,3M,MMM,253,0.01820867018830268,0.28905367814066724,0.24834503701343644,0.21911536156704872,0.2478009393193675,0.31128626420062777,0.25055607703481064,0.2197695478421731,0.1348477377815686,7
58,American Express,AXP,253,0.019771007335674436,0.3138550114765697,0.24691135233124173,0.23484767954607247,0.235061455842624,0.3076078074511405,0.21389572244279542,0.22405633060579072,0.1341693945753444,7
64,Caterpillar,CAT,253,0.01878214649035735,0.29815733220882096,0.23750712136652619,0.22229268580150335,0.23878371076850416,0.3251986569475639,0.2295342089881052,0.21717517652595364,0.13206974860516857,7
132,Cummins,CMI,253,0.018729993140403144,0.29732942344471447,0.24835364523525186,0.21454509337745736,0.25123449849416835,0.3263413115719462,0.22098512254177166,0.20519073322276757,0.13103924975575015,7
94,Bristol-Myers Squibb,BMY,253,0.018359205096820375,0.29144334573009734,0.25416437234805794,0.05676147436852607,0.251081440567634,0.40837673696400734,0.22382133132108756,0.24797105613375442,0.13075709409382819,7
47,UPS,UPS,253,0.020382316781986515,0.3235592480908478,0.2250991504147373,,0.17671828864701972,0.4535199947937078,0.2468784334069072,0.20889168538097988,0.13070531974453534,6
173,NextEra Energy,NEE,253,0.01804657915179457,0.28648056270654837,0.2535161475855856,0.15072043896627782,0.2437046849229783,0.3238399966465442,0.2078531828527672,0.24726677550097942,0.12762422535664927,7
92,Plains GP Holdings,PAGP,253,0.01658229054633373,0.26323570172049865,0.23559165875860832,,0.22925944802739856,0.5110458044593076,0.14553965657685486,0.2096283529456478,0.12738167195310504,6
80,Performance Food Group,PFGC,253,0.016282066918461506,0.25846979937816555,0.2482668696932611,0.25106664936481954,0.2514513664098372,0.3030619571265149,0.21829566238613635,0.20445642483983215,0.12669328424217882,7
67,Pfizer,PFE,253,0.015572497384314987,0.24720573222660772,0.2221261484661656,,0.19525251957573614,0.4588268079221943,0.2501758252821147,0.22506427167254878,0.12635189100891758,6
65,Merck,MRK,253,0.017142803455112616,0.2721335683001208,0.24474168075311187,0.16357948975595824,0.23253220049902706,0.3449639851831819,0.21966812051350995,0.23301849522084717,0.1253588530209844,7
168,Truist Financial,TFC,253,0.01916016224939744,0.30415814634932137,0.23668411075649365,,0.22706121748060004,0.41233499250516337,0.19252289161899008,0.21222962042745644,0.1250898410467445,6
171,Marriott International,MAR,252,0.01780083155394893,0.28257944053140194,0.2271509567040141,0.22035553846538664,0.22699035056109865,0.2853790770511051,0.23099401727650318,0.23435260546267273,0.1241765924192008,7
166,Kraft Heinz,KHC,253,0.015613491413420656,0.24785649226412057,0.21908412652572082,,0.21428971474460515,0.3783960065894569,0.31516087049658364,0.21361117093390522,0.12243220386658393,6
164,Charles Schwab,SCHW,253,0.01692443988120998,0.2686671540284709,0.23609720938291845,0.2261205866023511,0.23708045811445,0.30557677191505234,0.2644575116917008,0.18621084153526518,0.12228008135269516,7
182,Booking Holdings,BKNG,253,0.01681024157680329,0.26685431214683875,0.2462534705139818,0.24158904208081936,0.24859340109291117,0.3018100417989618,0.17451657418842356,0.213707323732243,0.12212010125871409,7
68,IBM,IBM,253,0.018201221442380965,0.2889354329649383,0.2255508786353484,0.1682131604757937,0.22778642682426833,0.33339826720976956,0.22641805562661382,0.22628739036458972,0.12207770328495535,7
187,Genuine Parts,GPC,253,0.021855447470915786,0.3469444728004724,0.23252309272084135,0.09651601241507769,0.2308897970074419,0.36358024273541933,0.23039665420694652,0.19928287465285854,0.12071516774249816,7
53,Energy Transfer,ET,253,0.016945712102887273,0.26900484007882264,0.2538546996012073,,0.21831526774474347,0.497145874247014,0.13136631574016833,0.18861247103824133,0.11980241368312888,6
55,Albertsons,ACI,253,0.01634010292916627,0.2593910924866321,0.23760714194042698,0.1755712766029413,0.23144480624765526,0.31525091168132874,0.20457935655540943,0.22416386038388295,0.11554186853382545,7
60,MetLife,MET,253,0.0183115671304333,0.29068711645794704,0.232468758759564,0.16130450997570026,0.23564216497975773,0.3425227782273357,0.20699385088087038,0.19307141201652012,0.11502817923790502,7
77,AbbVie,ABBV,253,0.0178327414143391,0.283085993861181,0.2443130882884534,0.14445343794659285,0.23137497640727978,0.3536360986036982,0.20862572356268164,0.1920310181922384,0.11441416422790716,7
27,Kroger,KR,253,0.01634916896536715,0.25953501134962,0.22323408327310176,0.19429455857142472,0.24343778794449755,0.2876929850134937,0.21500582168027502,0.2147325621365326,0.11290558883526866,7
62,Prudential Financial,PRU,253,0.017276360873458053,0.27425372658825986,0.2266973335557939,,0.21890280671096454,0.3906806818021895,0.20699488687796203,0.19973363334080796,0.11159589213936975,6
198,State Street,STT,253,0.017355812473059392,0.27551498163112836,0.23674810294726228,0.17247638719333835,0.2326906220288581,0.35269348585563737,0.2008231290921669,0.17361905215344656,0.1108760954025805,7
134,Amgen,AMGN,253,0.016861115531198345,0.26766191113607735,0.24872507551961698,0.12881224445856165,0.2259883882672117,0.34373220287845974,0.2049883666137056,0.20376362514867072,0.11059050077058782,7
46,Walt Disney,DIS,253,0.018430057618537544,0.2925680946434499,0.22767694472816324,0.22211094578133547,0.22974207001976507,0.30268172356197454,0.17643089343192503,0.18275779462008243,0.11013969911952584,7
50,Archer Daniels Midland,ADM,253,0.0177196394089226,0.28129055518649254,0.24949532424674484,0.008415976093270673,0.2539633716098497,0.3686957903183736,0.2148129932787692,0.22361706428521438,0.10954804076780748,7
66,Allstate,ALL,253,0.016514852847409982,0.2621651614384425,0.23003897216540573,0.18309749855148905,0.2138616473031644,0.2801600923461236,0.22560414180449606,0.21971633970017349,0.10942514917937017,7
35,Comcast,CMCSA,253,0.01781158816676907,0.2827501964662309,0.23201817212411535,0.12433420015824094,0.22415176541406434,0.3566656272658546,0.18282243119217684,0.20855591839811116,0.10917798532056007,7
105,U.S. Bancorp,USB,253,0.018212020533742556,0.28910686322570767,0.23293327650387735,,0.20818344685016676,0.3918378027763413,0.1861771230151501,0.19020255596171115,0.10786992116441159,6
122,US Foods Holding,USFD,253,0.014767169325136924,0.23442154561616296,0.23601121446528556,0.24443819121651397,0.249010473080602,0.27227477444429576,0.2008811913693048,0.1787028056333239,0.10714801126361125,7
15,Cardinal Health,CAH,253,0.014458780954996083,0.22952603200845972,0.22604050023122654,0.22417330594941717,0.23883358566080434,0.289254751299861,0.23091773152949047,0.17452605691093928,0.10553228833216922,7
